Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR010933	NADH dehydrogenase subunit 2, C-terminal	interpro	domain		PF06444	GO:0008137,GO:0006120,GO:0055114
IPR010934	NADH dehydrogenase subunit 5, C-terminal	interpro	domain		PF06455	GO:0008137,GO:0042773,GO:0055114
IPR010935	SMCs flexible hinge	interpro	domain		PF06470,SM00968	GO:0005515,GO:0005524,GO:0051276,GO:0005694
IPR010940	Magnesium-protoporphyrin IX methyltransferase, C-terminal	interpro	domain		PF07109	GO:0046406,GO:0015995
IPR010941	Poly-beta-hydroxybutyrate polymerase, N-terminal domain	interpro	domain		PF07167	GO:0042619
IPR010950	Chorismate mutase, archaeal	interpro	domain		TIGR01791	
IPR010952	Chorismate mutase, gammaproteobacteria	interpro	domain		TIGR01797	GO:0004106,GO:0009094,GO:0005737
IPR010954	Chorismate mutase, Firmicutes/Deinococcus	interpro	domain		TIGR01801	
IPR010957	Gamma/beta/epsilon proteobacterial P-protein, chorismate mutase domain	interpro	domain		TIGR01807	GO:0004106,GO:0009094,GO:0005737
IPR010958	Chorismate mutase, high GC Gram-positive bacteria/archaeal	interpro	domain		TIGR01808	
IPR010961	Tetrapyrrole biosynthesis, 5-aminolevulinic acid synthase	interpro	domain		TIGR01821	GO:0003870,GO:0030170,GO:0033014
IPR010973	Phosphotransferase system, sucrose-specific IIBC component	interpro	domain		TIGR01996	GO:0008982,GO:0009401,GO:0016021
IPR010974	Phosphotransferase system, N-acetylglucosamine-specific IIBC component	interpro	domain		TIGR01998	GO:0008982,GO:0015572,GO:0009401,GO:0016021,GO:0019866
IPR010976	Beta-phosphoglucomutase hydrolase	interpro	domain		TIGR02009	
IPR010981	SinR repressor/SinI anti-repressor, dimerisation domain	interpro	domain		PF08671,PS51500	GO:0046983,GO:0006355
IPR010987	Glutathione S-transferase, C-terminal-like	interpro	domain		PS50405	
IPR010991	p53, tetramerisation domain	interpro	domain		PF07710	GO:0051262
IPR010996	DNA polymerase beta-like, N-terminal domain	interpro	domain		PF14716	
IPR011016	Zinc finger, RING-CH-type	interpro	domain		SM00744,PS51292,PF12906	GO:0008270
IPR011017	TRASH domain	interpro	domain		SM00746	
IPR011019	KIND domain	interpro	domain		SM00750,PS51377,PF16474	
IPR011020	HTTM	interpro	domain		SM00752	
IPR011021	Arrestin-like, N-terminal	interpro	domain		PF00339	
IPR011022	Arrestin C-terminal-like domain	interpro	domain		PF02752,SM01017	
IPR011023	Nop2p	interpro	domain		TIGR00446	GO:0003723,GO:0008757,GO:0006364
IPR011031	Multihaem cytochrome	interpro	domain		PS51008	
IPR011040	Sialidase	interpro	domain		PF13859,PF13088	
IPR011058	Cyanovirin-N	interpro	domain		PF08881,SM01111	
IPR011063	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal	interpro	domain		PF01171	
IPR011072	HR1 rho-binding domain	interpro	domain		SM00742,PF02185	GO:0007165
IPR011074	CRAL/TRIO, N-terminal domain	interpro	domain		PF03765,SM01100	
IPR011075	Tetracyclin repressor-like, C-terminal domain	interpro	domain		PF16859,PF16925,PF16914,PF14514	
IPR011079	Alanine racemase, C-terminal	interpro	domain		PF00842,SM01005	
IPR011081	Bacterial Ig-related	interpro	domain		PF07532	
IPR011083	Phage tail collar domain	interpro	domain		PF07484	
IPR011084	DNA repair metallo-beta-lactamase	interpro	domain		PF07522	
IPR011086	Domain of unknown function DUF1521	interpro	domain		PF07481	
IPR011087	Domain of unknown function DUF1522	interpro	domain		PF07482	
IPR011089	Domain of unknown function DUF1524	interpro	domain		PF07510	
IPR011093	Putative conjugal transfer nickase/helicase TraI, C-terminal	interpro	domain		PF07515	
IPR011095	D-alanine--D-alanine ligase, C-terminal	interpro	domain		PF07478	GO:0008716
IPR011096	FTP domain	interpro	domain		PF07504	
IPR011098	G5 domain	interpro	domain		PF07501,PS51109,SM01208	
IPR011099	Glycosyl hydrolase family 67, C-terminal	interpro	domain		PF07477	GO:0046559,GO:0045493,GO:0005576
IPR011100	Glycosyl hydrolase family 67, catalytic domain	interpro	domain		PF07488	GO:0046559,GO:0045493,GO:0005576
IPR011102	Signal transduction histidine kinase, HWE region	interpro	domain		PF07536,SM00911	GO:0004673
IPR011104	HPr kinase/phosphorylase, C-terminal	interpro	domain		PF07475,cd01918	GO:0000155,GO:0004672,GO:0005524,GO:0000160,GO:0006109
IPR011105	Cell wall hydrolase, SleB	interpro	domain		PF07486	GO:0016787
IPR011106	Seven cysteines, N-terminal	interpro	domain		SM00765,PF07502	
IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain	interpro	domain		PF07521	
IPR011109	DNA-binding recombinase domain	interpro	domain		PF07508,PS51737	GO:0000150,GO:0003677
IPR011111	RepB plasmid partition	interpro	domain		PF07506	
IPR011112	Rho termination factor, N-terminal	interpro	domain		PF07498,SM00959	GO:0006353
IPR011113	Rho termination factor, RNA-binding domain	interpro	domain		PF07497,cd04459	GO:0003723,GO:0006353
IPR011114	Holliday junction DNA helicase RuvA, C-terminal	interpro	domain		PF07499,cd14332	GO:0005524,GO:0009378,GO:0006281,GO:0006310,GO:0009379
IPR011115	SecA DEAD-like, N-terminal	interpro	domain		PF07517,SM00957	GO:0005524,GO:0017038,GO:0016020
IPR011116	SecA Wing/Scaffold	interpro	domain		PF07516	GO:0017038,GO:0016020
IPR011119	Uncharacterised domain, helicase/relaxase, putative	interpro	domain		PF07514	
IPR011120	Neutral trehalase Ca2+ binding	interpro	domain		PF07492	GO:0004555,GO:0005509,GO:0005993,GO:0005737
IPR011121	Tryptophan-rich domain	interpro	domain		PF07483	
IPR011123	Two component regulator three Y	interpro	domain		PF07495	
IPR011124	Zinc finger, CW-type	interpro	domain		PF07496,PS51050	GO:0008270
IPR011125	Zinc finger, HypF-type	interpro	domain		PF07503	GO:0008270
IPR011126	HPr(Ser) kinase/phosphorylase, N-terminal	interpro	domain		PF02603	GO:0000155,GO:0004672,GO:0005524,GO:0000160,GO:0006109
IPR011127	D-alanine--D-alanine ligase, N-terminal domain	interpro	domain		PF01820	
IPR011128	Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal	interpro	domain		PF01210	GO:0016616,GO:0051287,GO:0046168,GO:0055114
IPR011129	Cold shock domain	interpro	domain		SM00357	GO:0003676
IPR011130	SecA, preprotein cross-linking domain	interpro	domain		PF01043,SM00958	GO:0017038,GO:0016020
IPR011146	HIT-like domain	interpro	domain		PS51084	GO:0003824
IPR011161	MHC class I-like antigen recognition-like	interpro	domain		PF00129,PF16497	
IPR011178	Amyloidogenic glycoprotein, copper-binding	interpro	domain		PF12924	GO:0046914
IPR011201	Zinc-ribbon domain, bacteria	interpro	domain		PF10005	
IPR011234	Fumarylacetoacetase-like, C-terminal	interpro	domain		PF01557	GO:0003824
IPR011251	Luciferase-like domain	interpro	domain		PF00296	GO:0016705,GO:0055114
IPR011258	BPG-independent PGAM, N-terminal	interpro	domain		PF06415	GO:0004619,GO:0030145,GO:0006007,GO:0005737
IPR011259	Ezrin/radixin/moesin, C-terminal	interpro	domain		PF00769	
IPR011260	RNA polymerase, alpha subunit, C-terminal	interpro	domain		PF03118	GO:0003677,GO:0003899,GO:0006351
IPR011262	DNA-directed RNA polymerase, insert domain	interpro	domain		PF01000	GO:0003899,GO:0046983,GO:0006351
IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type	interpro	domain		SM00662,PF01193	GO:0003899,GO:0006351
IPR011266	Fibrinogen-binding domain 2	interpro	domain		PF10425	GO:0007155,GO:0005618
IPR011277	Chorismate mutase, T-protein	interpro	domain		TIGR01799	GO:0004106,GO:0006571,GO:0055114,GO:0005737
IPR011279	Chorismate mutase, Gram-positive	interpro	domain		TIGR01805	
IPR011296	Phosphotransferase system, trehalose-specific IIBC component	interpro	domain		TIGR01992	GO:0015574,GO:0015771,GO:0016021
IPR011299	PTS system glucose-specific IIBC component	interpro	domain		TIGR02002	GO:0005355,GO:1904659,GO:0016021
IPR011300	Phosphotransferase system, IIBC component	interpro	domain		TIGR02003	
IPR011320	Ribonuclease H1, N-terminal	interpro	domain		PF01693	
IPR011327	Killer toxin, SMK, beta subunit	interpro	domain		cd12839	
IPR011337	DNA mismatch repair MutH/Restriction endonuclease, type II	interpro	domain		PF02976,SM00927,cd00583	GO:0003677,GO:0004519
IPR011417	AP180 N-terminal homology (ANTH) domain	interpro	domain		PF07651	GO:0005543
IPR011420	Nitrogen regulatory AreA, N-terminal	interpro	domain		PF07573	GO:0003677,GO:0008270,GO:0042128,GO:0005634
IPR011421	BCNT-C domain	interpro	domain		PF07572,PS51279	
IPR011422	BRCA1-associated 2	interpro	domain		PF07576	
IPR011427	Chlamydia polymorphic membrane, middle domain	interpro	domain		PF07548	GO:0019867
IPR011428	Spore coat protein X/V	interpro	domain		PF07552	GO:0030435,GO:0031160
IPR011429	Cytochrome C, Planctomycete-type	interpro	domain		PF07635	
IPR011430	Down-regulated-in-metastasis protein	interpro	domain		PF07539	
IPR011432	Domain of unknown function DUF1533	interpro	domain		PF07550	
IPR011434	Domain of unknown function DUF1535	interpro	domain		PF07553	
IPR011436	Domain of unknown function DUF1539	interpro	domain		PF07560	
IPR011437	Domain of unknown function DUF1540	interpro	domain		PF07561	
IPR011438	Domain of unknown function DUF1541	interpro	domain		PF07563	
IPR011439	Domain of unknown function DUF1542	interpro	domain		PF07564	
IPR011440	Domain of unknown function DUF1543	interpro	domain		PF07566	
IPR011442	TAF6, C-terminal HEAT repeat domain	interpro	domain		PF07571	GO:0006367
IPR011443	Domain of unknown function DUF1547	interpro	domain		PF07577	
IPR011444	Domain of unknown function DUF1549	interpro	domain		PF07583	
IPR011448	Domain of unknown function DUF1554	interpro	domain		PF07588	
IPR011459	Domain of unknown function DUF1565	interpro	domain		PF07602	
IPR011464	Domain of unknown function DUF1570	interpro	domain		PF07607	
IPR011475	Domain of unknown function DUF1583	interpro	domain		PF07622	
IPR011478	Domain of unknown function DUF1585	interpro	domain		PF07624	
IPR011489	EMI domain	interpro	domain		PF07546,PS51041	GO:0005515
IPR011491	Flagellar hook protein FlgE	interpro	domain		PF07559	
IPR011492	DEAD box, Flavivirus	interpro	domain		PF07652	GO:0004386,GO:0005524
IPR011493	GLUG	interpro	domain		PF07581	
IPR011494	TUP1-like enhancer of split	interpro	domain		PF07569	GO:0006355
IPR011495	Signal transduction histidine kinase, subgroup 2, dimerisation and phosphoacceptor domain	interpro	domain		PF07568	
IPR011499	Lipid A biosynthesis, N-terminal	interpro	domain		PF07578,SM01259	GO:0008915,GO:0009245
IPR011500	GPCR, family 3, nine cysteines domain	interpro	domain		PF07562	GO:0004930,GO:0007186
IPR011501	Nucleolar complex-associated protein 3, N-terminal	interpro	domain		PF07540	
IPR011504	PSRT	interpro	domain		PF07636	
IPR011505	Peptidase M26, C-terminal domain	interpro	domain		PF07580	GO:0004222,GO:0008270,GO:0005576,GO:0005618
IPR011506	Planctomycete extracellular	interpro	domain		PF07595	
IPR011508	RSD-2, N-terminal	interpro	domain		PF07547	
IPR011514	Secretin, N-terminal	interpro	domain		PF07655	GO:0009297,GO:0019867
IPR011515	Shugoshin, C-terminal	interpro	domain		PF07557	GO:0045132,GO:0000775,GO:0005634
IPR011516	Shugoshin, N-terminal coiled-coil domain	interpro	domain		PF07558	
IPR011519	ASPIC/UnbV	interpro	domain		PF07593	
IPR011522	Thiamin/hydroxymethyl pyrimidine-binding YkoF, putative	interpro	domain		PF07615	
IPR011524	SARAH domain	interpro	domain		PS50951,PF16517	GO:0007165
IPR011527	ABC transporter type 1, transmembrane domain	interpro	domain		PF00664,PF06472,PF13748,PS50929	GO:0005524,GO:0042626,GO:0055085,GO:0016021
IPR011528	Nuclease-related domain, NERD	interpro	domain		PF08378,PS50965	
IPR011531	Bicarbonate transporter, C-terminal	interpro	domain		PF00955	GO:0006820,GO:0016021
IPR011538	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain	interpro	domain		PF01512	
IPR011539	Rel homology domain (RHD), DNA-binding domain	interpro	domain		PF00554,PS50254	GO:0003677,GO:0003700,GO:0006355
IPR011543	Restriction endonuclease, type II, BglI	interpro	domain		PF14562	
IPR011545	DEAD/DEAH box helicase domain	interpro	domain		PF00270	GO:0003676,GO:0005524
IPR011546	Peptidase M41, FtsH extracellular	interpro	domain		PF06480	GO:0004222,GO:0005524,GO:0008270,GO:0016021
IPR011547	SLC26A/SulP transporter domain	interpro	domain		PF00916	GO:0015116,GO:0008272,GO:0016021
IPR011549	Riboflavin-specific deaminase, C-terminal	interpro	domain		TIGR00227	GO:0008703,GO:0050661,GO:0009231,GO:0055114
IPR011564	Telomeric single stranded DNA binding POT1/Cdc13	interpro	domain		PF02765,SM00976	GO:0003677,GO:0000723,GO:0000784
IPR011576	Pyridoxamine 5'-phosphate oxidase, putative	interpro	domain		PF01243	
IPR011577	Cytochrome b561, bacterial/Ni-hydrogenase	interpro	domain		PF01292	GO:0009055,GO:0016021
IPR011579	ATPase domain	interpro	domain		PF01637	GO:0005524
IPR011583	Chitinase II	interpro	domain		SM00636	GO:0008061
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	interpro	domain		SM00353,PF00010,cd00083,PS50888	GO:0046983
IPR011601	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal	interpro	domain		PF02873	GO:0008762,GO:0055114
IPR011607	Methylglyoxal synthase-like domain	interpro	domain		PF02142,SM00851	
IPR011608	PRD domain	interpro	domain		PF00874,PS51372	GO:0006355
IPR011611	Carbohydrate kinase PfkB	interpro	domain		PF00294	
IPR011612	Urease alpha-subunit, N-terminal domain	interpro	domain		PF00449	
IPR011613	GH15-like domain	interpro	domain		PF00723	
IPR011614	Catalase core domain	interpro	domain		PF00199,SM01060	GO:0004096,GO:0020037,GO:0055114
IPR011615	p53, DNA-binding domain	interpro	domain		PF00870,cd08367	GO:0000976
IPR011618	Sorbitol phosphotransferase enzyme II, N-terminal	interpro	domain		PF03612,PS51102	GO:0008982,GO:0009401,GO:0016021
IPR011620	Signal transduction histidine kinase, 5TM receptor LytS, transmembrane region	interpro	domain		PF07694	GO:0000155,GO:0004673,GO:0000160,GO:0071555,GO:0016021
IPR011621	Metal-dependent phosphohydrolase, 7TM intracellular domain	interpro	domain		PF07698	
IPR011622	7TM-DISM receptor, extracellular domain, type 2	interpro	domain		PF07696	
IPR011623	7TM-DISM receptor, extracellular domain, type 1	interpro	domain		PF07695	
IPR011624	Metal-dependent phosphohydrolase, 7TM extracellular domain	interpro	domain		PF07697	
IPR011625	Alpha-2-macroglobulin, bait region domain	interpro	domain		PF07703,SM01359	
IPR011626	Alpha-macroglobulin-like, TED domain	interpro	domain		PF07678	GO:0005615
IPR011628	Cleaved adhesin	interpro	domain		PF07675	
IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	interpro	domain		PF07683,SM00833	
IPR011630	Nucleotide modification associated domain 1	interpro	domain		PF07659	
IPR011632	Domain of unknown function DUF1601	interpro	domain		PF07671	
IPR011635	CARDB domain	interpro	domain		PF07705	
IPR011636	Thiosulphate:quinone oxidoreductase small subunit DoxA	interpro	domain		PF07680	
IPR011638	Sorbitol phosphotransferase enzyme II, C-terminal	interpro	domain		PF07663	GO:0008982,GO:0009401,GO:0016021
IPR011639	Restriction modification methylase Eco57I	interpro	domain		PF07669	GO:0003677,GO:0003824,GO:0006304
IPR011640	Ferrous iron transport protein B, C-terminal	interpro	domain		PF07664	GO:0015093,GO:0006826,GO:0016021
IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like	interpro	domain		PF07699,SM01411	
IPR011642	Nucleoside transporter/FeoB GTPase, Gate domain	interpro	domain		PF07670	
IPR011644	Heme NO-binding	interpro	domain		PF07700	GO:0020037
IPR011645	Haem NO binding associated	interpro	domain		PF07701	GO:0004383,GO:0006182
IPR011646	KAP family P-loop domain	interpro	domain		PF07693	
IPR011649	KaiB domain	interpro	domain		PF07689,SM01248,cd02978	GO:0048511
IPR011650	Peptidase M20, dimerisation domain	interpro	domain		PF07687	
IPR011651	Notch ligand, N-terminal domain	interpro	domain		PF07657	GO:0007219,GO:0007275,GO:0016021
IPR011656	Notch, NODP domain	interpro	domain		PF07684,SM01339	GO:0007219,GO:0007275,GO:0030154,GO:0016021
IPR011657	Concentrative nucleoside transporter C-terminal domain	interpro	domain		PF07662	
IPR011658	PA14 domain	interpro	domain		SM00758,PF07691	
IPR011662	Secretin/TonB, short N-terminal domain	interpro	domain		PF07660,SM00965	GO:0019867
IPR011663	UbiC transcription regulator-associated	interpro	domain		PF07702,SM00866	GO:0003677,GO:0006355
IPR011665	Brf1, TBP-binding domain	interpro	domain		PF07741	
IPR011666	G patch domain-containing protein, N-terminal	interpro	domain		PF07713	GO:0006397
IPR011668	Domain of unknown function DUF1610	interpro	domain		PF07754	
IPR011674	Domain of unknown function DUF1616	interpro	domain		PF07760	
IPR011676	Domain of unknown function DUF1618	interpro	domain		PF07762	
IPR011677	Domain of unknown function DUF1619	interpro	domain		PF07773	
IPR011678	ER membrane protein complex subunit 1, C-terminal	interpro	domain		PF07774	
IPR011679	Endoplasmic reticulum resident protein 29, C-terminal	interpro	domain		PF07749,cd00238	GO:0005783
IPR011682	Glycosyl hydrolase family 38, C-terminal	interpro	domain		PF07748	GO:0004559,GO:0006013
IPR011684	Protein Networked (NET), actin-binding (NAB) domain	interpro	domain		PS51774,PF07765	GO:0003779
IPR011685	LETM1-like	interpro	domain		PF07766	
IPR011686	Omega transcriptional repressor	interpro	domain		PF07764	
IPR011689	PaRep2b	interpro	domain		PF07775	
IPR011698	CobB/CobQ-like glutamine amidotransferase	interpro	domain		PF07685	GO:0003824,GO:0009236
IPR011703	ATPase, AAA-3	interpro	domain		PF07726	GO:0005524,GO:0016887
IPR011704	ATPase, dynein-related, AAA domain	interpro	domain		PF07728	GO:0005524,GO:0016887
IPR011705	BTB/Kelch-associated	interpro	domain		PF07707,SM00875	
IPR011706	Multicopper oxidase, type 2	interpro	domain		PF07731	GO:0005507,GO:0016491,GO:0055114
IPR011707	Multicopper oxidase, type 3	interpro	domain		PF07732	GO:0005507
IPR011708	Bacterial DNA polymerase III, alpha subunit, NTPase domain	interpro	domain		PF07733	GO:0008408,GO:0006260
IPR011709	Domain of unknown function DUF1605	interpro	domain		PF07717	
IPR011710	Coatomer beta subunit, C-terminal	interpro	domain		PF07718	GO:0005198,GO:0006886,GO:0016192,GO:0030126
IPR011711	GntR, C-terminal	interpro	domain		PF07729,SM00895	
IPR011712	Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain	interpro	domain		PF07730	GO:0000155,GO:0046983,GO:0000160,GO:0016021
IPR011715	Tyrosine aminotransferase ubiquitination region	interpro	domain		PF07706	GO:0004838,GO:0030170,GO:0009074
IPR011722	Hemimethylated DNA-binding domain	interpro	domain		TIGR02097,PF08755,SM00992	GO:0003677
IPR011723	Zinc finger/thioredoxin putative	interpro	domain		TIGR02098,PF13717,PF13719	
IPR011732	Mycoplasma virulence, signal domain	interpro	domain		TIGR02184,PF09610	
