Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR024074	Argininosuccinate synthetase, catalytic/multimerisation domain body	interpro	homologous_superfamily		SSF69864,G3DSA:3.90.1260.10	GO:0004055
IPR024075	DNA-directed RNA polymerase, helix hairpin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.260	GO:0003899
IPR024076	Rotavirus NSP2, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.428.20,SSF75347	GO:0016817
IPR024077	Neurolysin/Thimet oligopeptidase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.1370.10	
IPR024078	Putative deacetylase LmbE-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10320,SSF102588	
IPR024079	Metallopeptidase, catalytic domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.390.10	GO:0008237
IPR024080	Neurolysin/Thimet oligopeptidase, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.1050.40	
IPR024083	Fumarase/histidase, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.275.10	
IPR024087	Creatininase-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10310,SSF102215	
IPR024089	Proline dehydrogenase PutA, domain I/II	interpro	homologous_superfamily		SSF81935	GO:0003842,GO:0055114
IPR024090	Proline dehydrogenase PutA, domain I	interpro	homologous_superfamily		G3DSA:1.20.5.550	GO:0003842,GO:0055114
IPR024096	NO signalling/Golgi transport ligand-binding domain superfamily	interpro	homologous_superfamily		SSF111126	
IPR024185	5-formyltetrahydrofolate cyclo-ligase-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10420	
IPR024221	Beta-lactamase-inhibitor protein BLIP domain superfamily	interpro	homologous_superfamily		SSF55648	
IPR024792	Rho GDP-dissociation inhibitor domain superfamily	interpro	homologous_superfamily		G3DSA:2.70.50.30	
IPR024794	Ribosomal protein L15e core domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1120.10	GO:0003735,GO:0005840
IPR024796	T4 endonuclease V	interpro	homologous_superfamily		G3DSA:1.10.440.10	
IPR024930	Skp domain superfamily	interpro	homologous_superfamily		SSF111384,G3DSA:3.30.910.20	
IPR025526	DsrC-like domain superfamily	interpro	homologous_superfamily		SSF69721	
IPR025543	Dodecin-like	interpro	homologous_superfamily		G3DSA:3.30.1660.10	
IPR025659	Tubby-like, C-terminal	interpro	homologous_superfamily		G3DSA:3.20.90.10,SSF54518	
IPR026015	F1F0 ATP synthase OSCP/delta subunit, N-terminal domain superfamily	interpro	homologous_superfamily		SSF47928,G3DSA:1.10.520.20	
IPR026564	Transcriptional regulator TACO1-like, domain 3	interpro	homologous_superfamily		G3DSA:3.30.70.980	
IPR026591	Sirtuin, catalytic core small domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1600.10	
IPR026831	Adenomatous polyposis coli protein	interpro	homologous_superfamily		SSF82931	
IPR026939	ZNF706/At2g23090 superfamily	interpro	homologous_superfamily		G3DSA:4.10.1050.10	
IPR027266	GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1	interpro	homologous_superfamily		G3DSA:3.30.1360.120	GO:0005515
IPR027267	AH/BAR domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1270.60,SSF103657	
IPR027268	Peptidase M4/M1, CTD superfamily	interpro	homologous_superfamily		G3DSA:1.10.390.10	
IPR027269	Hypothetical PA1492 domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10400	
IPR027271	Acetolactate synthase/Transcription factor NikR, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.70.1150	
IPR027273	Neocarzinostatin-like	interpro	homologous_superfamily		SSF49319	
IPR027279	D-aminopeptidase/lipoprotein domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.128.50,SSF50886	
IPR027291	Glycoside hydrolase 38, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.110.10	
IPR027296	DNA fragmentation factor 45kDa, C-terminal	interpro	homologous_superfamily		SSF81783	
IPR027304	Trigger factor/SurA domain superfamily	interpro	homologous_superfamily		SSF109998	
IPR027309	P2X purinoreceptor extracellular domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.490.10	
IPR027359	Voltage-dependent channel domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.350	
IPR027362	DNA topoisomerase I, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.120.380	
IPR027363	Methylthioribose-1-phosphate isomerase, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.120.420	
IPR027368	tRNA modification GTPase MnmE domain 2	interpro	homologous_superfamily		G3DSA:1.20.120.430	
IPR027371	Mg296-like, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.120.510	
IPR027378	Cyclic nucleotide-regulated ion channel, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.120.540	
IPR027380	Luciferase-like, N-terminal superfamily	interpro	homologous_superfamily		G3DSA:4.10.8.10	
IPR027384	Runx, central domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.770.10	
IPR027386	50S ribosomal protein L15, N-terminal	interpro	homologous_superfamily		G3DSA:4.10.990.10	
IPR027387	Cytochrome b/b6-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.810.10	
IPR027388	Ku70, bridge and pillars domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.970.10	
IPR027390	Endoglucanase F, domain 3	interpro	homologous_superfamily		G3DSA:4.10.870.10	
IPR027393	Virus scaffolding protein, C-terminal	interpro	homologous_superfamily		G3DSA:4.10.810.10	GO:0005515
IPR027396	DsrEFH-like	interpro	homologous_superfamily		SSF75169,G3DSA:3.40.1260.10	
IPR027397	Catenin binding domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.900.10	
IPR027400	Spike glycoprotein, heptad repeat 2, coronavirus	interpro	homologous_superfamily		G3DSA:1.20.5.790	
IPR027401	Myosin IQ motif-containing domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.270.10	
IPR027402	LuxT regulator, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.830	
IPR027403	Delta antigen, N-terminal	interpro	homologous_superfamily		G3DSA:4.10.220.40,SSF58108	
IPR027404	LuxT regulator, helix hairpin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.790	
IPR027405	YidB-like	interpro	homologous_superfamily		G3DSA:1.10.10.690,SSF140804	
IPR027407	Manganese catalase, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.1530.10	
IPR027408	PNPase/RNase PH domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.230.70	
IPR027409	GroEL-like apical domain superfamily	interpro	homologous_superfamily		G3DSA:3.50.7.10,SSF52029	
IPR027410	TCP-1-like chaperonin intermediate domain superfamily	interpro	homologous_superfamily		SSF54849,G3DSA:3.30.260.10	
IPR027412	Baseplate structural protein Gp9 C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1680	
IPR027413	GroEL-like equatorial domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.560.10,SSF48592	
IPR027415	Tyrosyl-DNA phosphodiesterase, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.870.20	
IPR027417	P-loop containing nucleoside triphosphate hydrolase	interpro	homologous_superfamily		SSF52540	
IPR027419	CRISPR-associated protein Csx1, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.3740.10	
IPR027421	DNA polymerase lambda lyase domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.110,SSF47802	
IPR027424	Glucose Oxidase, domain 2	interpro	homologous_superfamily		G3DSA:4.10.450.10	
IPR027432	Deoxyguanosinetriphosphate triphosphohydrolase, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.3550.10	
IPR027433	Lipoxygenase, domain 3	interpro	homologous_superfamily		G3DSA:4.10.372.10	
IPR027434	Homing endonuclease	interpro	homologous_superfamily		G3DSA:3.10.28.10,SSF55608	
IPR027435	Stannin superfamily	interpro	homologous_superfamily		G3DSA:4.10.280.20	GO:0005741,GO:0016021
IPR027437	30s ribosomal protein S13, C-terminal	interpro	homologous_superfamily		G3DSA:4.10.910.10	
IPR027438	Ecotin, C-terminal	interpro	homologous_superfamily		G3DSA:4.10.1230.10	
IPR027442	MAP kinase activated protein kinase, C-terminal	interpro	homologous_superfamily		G3DSA:4.10.1170.10	
IPR027443	Isopenicillin N synthase-like	interpro	homologous_superfamily		G3DSA:2.60.120.330	
IPR027446	Variant surface glycoprotein C-terminal domain superfamily	interpro	homologous_superfamily		SSF118251	
IPR027449	5-keto-4-deoxyuronate isomerase, N-terminal	interpro	homologous_superfamily		G3DSA:2.60.120.520	
IPR027451	Arabinofuranosyltransferase, domain 1	interpro	homologous_superfamily		G3DSA:2.60.120.610	
IPR027452	Hypoxia-inducible factor 1-alpha inhibitor, domain II	interpro	homologous_superfamily		G3DSA:1.10.287.1010	
IPR027454	Histone-like protein H-NS, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.287.1050	GO:0046983
IPR027455	Spermine/spermidine acetyltransferase, N-terminal	interpro	homologous_superfamily		G3DSA:1.10.287.900	
IPR027458	Pheromone alpha factor receptor, double transmembrane domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.920	
IPR027460	Aerobic respiration control sensor protein ArcB, transmembrane domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.970	
IPR027461	LD-carboxypeptidase A, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.50.30.60,SSF141986	
IPR027462	Z ring-associated protein D, C-terminal	interpro	homologous_superfamily		G3DSA:2.60.440.10	
IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	interpro	homologous_superfamily		SSF82714,G3DSA:3.30.2090.10	
IPR027464	Ornithine decarboxylase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.220	
IPR027465	Proteinase inhibitor I35b (TIMP), C-terminal	interpro	homologous_superfamily		G3DSA:3.90.370.10	
IPR027468	Alpha-dystroglycan domain 2	interpro	homologous_superfamily		G3DSA:3.30.70.1040,SSF111006	
IPR027469	Cation efflux transmembrane domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1510.10,SSF161111	
IPR027471	YbeD-like domain superfamily	interpro	homologous_superfamily		SSF117991	
IPR027473	L-asparaginase, C-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.40	
IPR027476	D-aminopeptidase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.10780	
IPR027477	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.700.10,SSF56425	
IPR027478	Murein tetrapeptide carboxypeptidase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.10740	
IPR027479	Protein of unknown function DUF917, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.1610.10	
IPR027480	HIV-1 Nef protein, anchor domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.890.10	
IPR027481	HIV-1 Nef protein, core domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.62.10,SSF55671	
IPR027482	Sec1-like, domain 2	interpro	homologous_superfamily		G3DSA:3.40.50.1910	
IPR027483	Phosphatidylinositol-4-phosphate 5-kinase, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.810.10	
IPR027484	Phosphatidylinositol-4-phosphate 5-kinase, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.800.10	
IPR027485	AMMECR1, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.700.20	
IPR027910	YdiL domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3100.10	
IPR028082	Periplasmic binding protein-like I	interpro	homologous_superfamily		SSF53822	
IPR028345	Aminoglycoside 3-N-acetyltransferase-like	interpro	homologous_superfamily		G3DSA:3.40.50.10360,SSF110710	
IPR028375	KA1 domain/Ssp2, C-terminal	interpro	homologous_superfamily		SSF103243	
IPR028974	TSP type-3 repeat	interpro	homologous_superfamily		G3DSA:4.10.1080.10,SSF103647	GO:0005509
IPR028975	Diol dehydratase-reactivating factor,  alpha subunit, swiveling domain superfamily	interpro	homologous_superfamily		SSF82317,G3DSA:3.50.30.70	
IPR028976	CheC-like superfamily	interpro	homologous_superfamily		SSF103039,G3DSA:3.40.1550.10	
IPR028978	Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1410.10,SSF64288	
IPR028979	HPr(Ser) kinase/phosphorylase-like, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1390.20,SSF75138	
IPR028983	PA2201-like, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.3920.10,SSF140731	
IPR028985	Bacillus phage protein-like	interpro	homologous_superfamily		SSF111074,G3DSA:3.30.2120.10	
IPR028987	F-type ATP synthase subunit B-like, membrane domain superfamily	interpro	homologous_superfamily		SSF81573	
IPR028988	Hemolytic lectin CEL-III, C-terminal domain superfamily	interpro	homologous_superfamily		SSF111265,G3DSA:3.30.1750.10	
IPR028990	GK1464-like	interpro	homologous_superfamily		G3DSA:3.30.70.1480,SSF143579	
IPR028994	Integrin alpha, N-terminal	interpro	homologous_superfamily		G3DSA:2.130.10.130	
IPR028995	Glycoside hydrolase families 57/38, central domain superfamily	interpro	homologous_superfamily		SSF88688	
IPR028997	PA2201-like, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.1440.70,SSF140486	
IPR029000	Cyclophilin-like domain superfamily	interpro	homologous_superfamily		SSF50891,G3DSA:2.40.100.10	
IPR029001	Inosine triphosphate pyrophosphatase-like	interpro	homologous_superfamily		SSF52972,G3DSA:3.90.950.10	
IPR029006	ADF-H/Gelsolin-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.20.10	
IPR029009	Allosteric substrate binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1330.90,SSF143548	
IPR029012	Helix hairpin bin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.660	
IPR029013	HP0062-like domain superfamily	interpro	homologous_superfamily		SSF158414	
IPR029014	[NiFe]-hydrogenase, large subunit	interpro	homologous_superfamily		SSF56762,G3DSA:1.10.645.10	
IPR029016	GAF-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.40	
IPR029017	Enolase-like, N-terminal	interpro	homologous_superfamily		SSF54826,G3DSA:3.30.390.10	
IPR029018	Beta-hexosaminidase-like, domain 2	interpro	homologous_superfamily		G3DSA:3.30.379.10,SSF55545	
IPR029020	Ammonium/urea transporter	interpro	homologous_superfamily		G3DSA:1.10.3430.10	
IPR029021	Protein-tyrosine phosphatase-like	interpro	homologous_superfamily		G3DSA:3.90.190.10,SSF52799	
IPR029024	TerB-like	interpro	homologous_superfamily		G3DSA:1.10.3680.10,SSF158682	
IPR029025	Type III secretion system substrate exporter, C-terminal	interpro	homologous_superfamily		G3DSA:3.40.1690.10,SSF160544	
IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.1280.10	
IPR029027	Single alpha-helix domain superfamily	interpro	homologous_superfamily		SSF81518	
IPR029028	Alpha/beta knot methyltransferases	interpro	homologous_superfamily		SSF75217	
IPR029030	Caspase-like domain superfamily	interpro	homologous_superfamily		SSF52129	
IPR029031	Gingipain, N-terminal superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10390	
IPR029032	AhpD-like	interpro	homologous_superfamily		SSF69118,G3DSA:1.20.1290.10	
IPR029033	Histidine phosphatase superfamily	interpro	homologous_superfamily		SSF53254,G3DSA:3.40.50.1240	
IPR029034	Cystine-knot cytokine	interpro	homologous_superfamily		SSF57501,G3DSA:2.10.90.10	
IPR029035	DHS-like NAD/FAD-binding domain superfamily	interpro	homologous_superfamily		SSF52467	
IPR029037	YfgJ-like	interpro	homologous_superfamily		G3DSA:2.10.290.10	
IPR029038	Methionyl-tRNA synthetase, Zn-domain	interpro	homologous_superfamily		SSF57770,G3DSA:2.20.28.20	
IPR029039	Flavoprotein-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.360,SSF52218	
IPR029040	RNA polymerase subunit RPABC4/transcription elongation factor Spt4	interpro	homologous_superfamily		SSF63393	
IPR029041	FAD-linked oxidoreductase-like	interpro	homologous_superfamily		SSF51730	
IPR029043	Glycine cleavage T-protein/YgfZ, C-terminal	interpro	homologous_superfamily		SSF101790	
IPR029044	Nucleotide-diphospho-sugar transferases	interpro	homologous_superfamily		G3DSA:3.90.550.10,SSF53448	
IPR029045	ClpP/crotonase-like domain superfamily	interpro	homologous_superfamily		SSF52096	
IPR029046	Lipoprotein localisation LolA/LolB/LppX	interpro	homologous_superfamily		SSF89392	
IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.34.10,SSF100920	
IPR029048	Heat shock protein 70kD, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1270.10,SSF100934	
IPR029050	Immunoprotective extracellular, immunoglobulin-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1240	
IPR029052	Metallo-dependent phosphatase-like	interpro	homologous_superfamily		G3DSA:3.60.21.10	
IPR029053	Viral coat protein subunit	interpro	homologous_superfamily		G3DSA:2.60.120.20	
IPR029055	Nucleophile aminohydrolases, N-terminal	interpro	homologous_superfamily		SSF56235,G3DSA:3.60.20.10	
IPR029056	Ribokinase-like	interpro	homologous_superfamily		G3DSA:3.40.1190.20,SSF53613	
IPR029057	Phosphoribosyltransferase-like	interpro	homologous_superfamily		SSF53271,G3DSA:3.40.50.2020	
IPR029058	Alpha/Beta hydrolase fold	interpro	homologous_superfamily		SSF53474,G3DSA:3.40.50.1820	
IPR029060	PIN-like domain superfamily	interpro	homologous_superfamily		SSF88723	
IPR029061	Thiamin diphosphate-binding fold	interpro	homologous_superfamily		SSF52518	
IPR029062	Class I glutamine amidotransferase-like	interpro	homologous_superfamily		SSF52317,G3DSA:3.40.50.880	
IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	interpro	homologous_superfamily		SSF53335	
IPR029064	50S ribosomal protein L30e-like	interpro	homologous_superfamily		SSF55315,G3DSA:3.30.1330.30	
IPR029066	PLP-binding barrel	interpro	homologous_superfamily		SSF51419,G3DSA:3.20.20.10	
IPR029067	CDC48 domain 2-like superfamily	interpro	homologous_superfamily		SSF54585	
IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	interpro	homologous_superfamily		G3DSA:3.10.180.10,SSF54593	
IPR029069	HotDog domain superfamily	interpro	homologous_superfamily		SSF54637	
